title,ingredients,directions,link,source,NER,site,caloriesPer100g,proteinsPer100g,carbsPer100g,fatPer100g
Cold Spaghetti Salad,"[""1 lb. vermicelli"", ""1 lb. fine chopped bell pepper"", ""2 small zucchini, finely chopped"", ""1 large purple onion, sliced thin"", ""1 large bottle Bernstien Italian dressing"", ""1/2 to 3/4 jar Schilling Salad Supreme seasoning""]","[""Cook noodles 1/2 done (do not rinse)."", ""Add all other ingredients; mix well."", ""Marinate at least 3 hours."", ""The longer it sits, the better it gets!!""]",www.cookbooks.com/Recipe-Details.aspx?id=622175,Gathered,"[""bell pepper"", ""vermicelli"", ""purple onion"", ""salad supreme seasoning"", ""zucchini""]",www.cookbooks.com,312,10.4,36.7,8.9
Cucumber Salad With Dill,"[""2 cucumbers, sliced very thin"", ""1/3 c. white vinegar"", ""1 tsp. salt"", ""3 Tbsp. sugar"", ""1 large onion, sliced thin"", ""fresh dill""]","[""Combine all ingredients, except dill, making sure juices are mixed well."", ""Garnish with dill."", ""Chill.""]",www.cookbooks.com/Recipe-Details.aspx?id=312740,Gathered,"[""sugar"", ""cucumbers"", ""onion"", ""white vinegar"", ""dill"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Chicken Spaghetti,"[""1 (13 oz.) can cooked chicken"", ""1 (10 oz.) can cream of mushroom soup"", ""1 (10 oz.) can cream of chicken soup"", ""1 (10 oz.) can Rotel tomatoes"", ""1 to 2 c. cheese of your choice"", ""1 (16 oz.) pkg. spaghetti"", ""1 Tbsp. steak seasoning""]","[""Cook spaghetti and drain."", ""Mix all other ingredients together."", ""Add to spaghetti, place in a 13x9 casserole dish."", ""Cook for 30 minutes at 350 degrees.""]",www.cookbooks.com/Recipe-Details.aspx?id=55105,Gathered,"[""spaghetti"", ""cream of chicken soup"", ""tomatoes"", ""cream of mushroom soup"", ""your choice"", ""steak seasoning"", ""chicken""]",www.cookbooks.com,312,10.4,36.7,8.9
Cheese Ball,"[""2 (8 oz.) cream cheese"", ""4 c. shredded sharp cheese"", ""1/3 c. mayonnaise"", ""1 tsp. Worcestershire sauce"", ""1/8 tsp. garlic salt"", ""1/8 tsp. celery salt"", ""1/8 tsp. onion salt"", ""1/2 c. chopped pimento"", ""1/4 c. chopped olives"", ""1/4 c. parsley flakes"", ""1/2 jar dried chipped beef""]","[""Mix all ingredients except chipped beef and parsley."", ""Chill for 1 hour."", ""Shape in ball."", ""Roll in chipped beef and parsley until well coated."", ""Keep in refrigerator."", ""Serve with cracker (any kind).""]",www.cookbooks.com/Recipe-Details.aspx?id=515966,Gathered,"[""celery salt"", ""garlic salt"", ""parsley flakes"", ""cream cheese"", ""sharp cheese"", ""mayonnaise"", ""onion salt"", ""olives"", ""beef"", ""worcestershire sauce"", ""pimento""]",www.cookbooks.com,312,10.4,36.7,8.9
Pistachio Salad,"[""pistachio pie filling (instant)"", ""1 can crushed pineapple"", ""1 c. miniature marshmallows"", ""1/2 container Cool Whip (small)""]","[""Mix together all ingredients and refrigerate."", ""Serve on lettuce leaf."", ""Use 9 x 13-inch pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=519530,Gathered,"[""marshmallows"", ""pistachio pie filling"", ""pineapple""]",www.cookbooks.com,312,10.4,36.7,8.9
Good Sweet Muffins,"[""1 egg"", ""1/2 c. milk"", ""1/4 c. vegetable oil"", ""1 1/2 c. flour"", ""1/2 c. sugar"", ""2 tsp. baking powder"", ""1/2 tsp. salt"", ""1 c. blueberries (optional)""]","[""Heat oven to 400\u00b0."", ""Beat egg with fork."", ""Add remaining ingredients except blueberries and stir until flour is moistened. Batter should be lumpy."", ""Add blueberries, if desired."", ""Fill muffin cups 2/3 full."", ""Bake 20 to 25 minutes."", ""Serve warm.""]",www.cookbooks.com/Recipe-Details.aspx?id=167266,Gathered,"[""egg"", ""sugar"", ""baking powder"", ""blueberries"", ""flour"", ""milk"", ""vegetable oil"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Vanilla Creme Dessert,"[""1 c. flour"", ""1 stick margarine, melted"", ""1/2 c. crushed pecans"", ""1 large pkg. cream cheese"", ""1 large pkg. Cool Whip"", ""1 c. powdered sugar"", ""2 large pkg. instant vanilla pudding"", ""3 c. milk""]","[""Mix flour and melted margarine."", ""Pat mixture in 9 x 13-inch baking pan."", ""Bake at 375\u00b0 for 10 minutes."", ""Let cool.""]",www.cookbooks.com/Recipe-Details.aspx?id=447805,Gathered,"[""instant vanilla pudding"", ""powdered sugar"", ""pecans"", ""cream cheese"", ""flour"", ""margarine"", ""milk""]",www.cookbooks.com,312,10.4,36.7,8.9
St. Joseph'S Zeppole,"[""1 c. water"", ""1/2 c. butter"", ""1 tsp. sugar"", ""1 c. all-purpose flour"", ""4 large eggs""]","[""Combine water, butter, sugar and salt in saucepan and bring to a boil."", ""Add flour all at once, then beat with a wooden spoon for 1 minute or until mixture leaves sides of pan and forms a ball. Cool mixture."", ""Add eggs one at a time, beating after each egg, until mixture has satin-like sheen."", ""Use pastry bag with large star tip and fill with mixture."", ""Make doughnut shape with pastry bag on greased cookie sheet."", ""Bake in 400\u00b0 oven for 20 minutes or until puffed and well browned."", ""Cool."", ""Slice each zeppole in half and fill with the following filling.""]",www.cookbooks.com/Recipe-Details.aspx?id=482599,Gathered,"[""sugar"", ""eggs"", ""water"", ""flour"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
"Corn ""Oysters""","[""1 can cream-style corn"", ""2 eggs"", ""1/2 tsp. grated onion"", ""8 to 10 finely rolled crackers"", ""salt""]","[""Mix and let stand several hours or overnight."", ""Drop by teaspoon in hot vegetable oil and fry until brown on both sides.""]",www.cookbooks.com/Recipe-Details.aspx?id=1059690,Gathered,"[""crackers"", ""eggs"", ""onion"", ""cream-style corn"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Bright Party Beans,"[""2 lb. ground beef"", ""1 pkg. dry onion mix"", ""1 (No. 3) can B & M beans"", ""2 (15 oz.) cans kidney beans"", ""2 (15 oz.) cans small yellow lima beans"", ""2 cans green baby lima beans"", ""1/2 c. dark brown sugar"", ""1/2 c. dark or light Karo syrup"", ""1 tsp. chili powder"", ""1 c. ketchup"", ""1 Tbsp. dry mustard"", ""salt and pepper to taste""]","[""Fry ground beef and dry onions."", ""Add salt and pepper and chili powder."", ""When browned, combine in large pan or roasting pan."", ""Add all ingredients including juices."", ""This will look like it's watery."", ""Bake at 270\u00b0 to 300\u00b0 for 4 hours."", ""Do not stir during that time.""]",www.cookbooks.com/Recipe-Details.aspx?id=946322,Gathered,"[""kidney beans"", ""yellow lima beans"", ""green baby"", ""brown sugar"", ""chili powder"", ""onion"", ""mustard"", ""syrup"", ""beans"", ""ground beef"", ""ketchup"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Apricot Dessert,"[""1 angel food cake, broken into pieces"", ""46 oz. apricot nectar"", ""1 1/4 c. sugar"", ""7 Tbsp. cornstarch"", ""1 c. chopped walnuts""]","[""Mix cornstarch and sugar."", ""Add nectar and cook, bringing to a boil."", ""Stir constantly and cook until thickened."", ""Cool slightly.""]",www.cookbooks.com/Recipe-Details.aspx?id=265011,Gathered,"[""sugar"", ""apricot nectar"", ""cake"", ""cornstarch"", ""walnuts""]",www.cookbooks.com,312,10.4,36.7,8.9
Honey Almond Squares,"[""1 Duncan Hines white pudding cake mix"", ""1 (8 oz.) pkg. cream cheese (at room temperature)"", ""1/4 c. alfalfa honey"", ""3 to 4 oz. sliced almonds""]","[""Bake cake as directed on package in 13 x 9-inch pan. Cool. Whip cream cheese until smooth. Add honey. Spread mixture over cake. Sprinkle with almonds. Store in refrigerator.""]",www.cookbooks.com/Recipe-Details.aspx?id=29496,Gathered,"[""cake mix"", ""almonds"", ""alfalfa honey"", ""cream cheese""]",www.cookbooks.com,312,10.4,36.7,8.9
Chicken Casserole,"[""1/2 c. raw rice"", ""1 can French onion soup"", ""1 can cream of chicken or chicken mushroom soup"", ""1 (4 oz.) can mushrooms"", ""bite size pieces of 4 to 6 chicken thighs or any other chicken parts you wish to use""]","[""Mix all together; pour into a 7 x 12-inch casserole."", ""Sprinkle with pepper and paprika."", ""Bake approximately 1 hour and 15 minutes at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=661800,Gathered,"[""cream of chicken"", ""onion soup"", ""mushrooms"", ""bite"", ""rice""]",www.cookbooks.com,312,10.4,36.7,8.9
Artichoke Dip,"[""1 c. mayonnaise"", ""1 c. grated Parmesan or Romano cheese"", ""1 jar artichokes, drained and cut into small pieces""]","[""Mix all ingredients. Pour into a 9 x 13-inch pan. Bake in preheated 350\u00b0 oven, uncovered, for 30 minutes. Serve hot with crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=19021,Gathered,"[""artichokes"", ""mayonnaise"", ""romano cheese""]",www.cookbooks.com,312,10.4,36.7,8.9
French Onion Soup,"[""1/4 lb. butter"", ""2 1/2 lb. onions, sliced"", ""1 qt. beef stock (3 cans Campbell's beef stock)"", ""1 qt. chicken stock (3 cans Campbell's chicken stock)"", ""2 Tbsp. Worcestershire sauce"", ""1 bay leaf"", ""1 1/2 tsp. garlic salt"", ""1 tsp. black pepper (you may wish to use less)"", ""salt to taste (you may not want any)""]","[""Heat butter in heavy kettle."", ""Add sliced onions; brown well, stirring constantly."", ""Add beef and chicken stock, the Worcestershire sauce, bay leaf, garlic salt and pepper."", ""Allow to simmer for 40 minutes."", ""Remove the bay leaf; add salt."", ""Prepare with a slice of toasted French bread (1/2-inch thick)."", ""Add a thick slice of Swiss cheese (1/4-inch thick), overlapping the bowl."", ""Put under the broiler until cheese is melted and bubbly.""]",www.cookbooks.com/Recipe-Details.aspx?id=243544,Gathered,"[""beef stock"", ""bay leaf"", ""black pepper"", ""garlic salt"", ""onions"", ""chicken stock"", ""butter"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Apple Pie,"[""6 to 7 apples, sliced"", ""1 c. sugar"", ""2 Tbsp. flour"", ""1 tsp. cinnamon"", ""dash of salt and nutmeg""]","[""Put in unbaked pie shell."", ""Top apples with 2 tablespoons margarine with crust."", ""Brush milk on top of crust and sprinkle with sugar."", ""Bake on bottom shelf at 400\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=505783,Gathered,"[""sugar"", ""cinnamon"", ""flour"", ""apples"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Sloppy Joes,"[""1 lb. hamburger"", ""1 c. ketchup"", ""3 Tbsp. Worcestershire sauce"", ""1 Tbsp. mustard"", ""2 Tbsp. sugar"", ""salt and pepper to taste""]","[""Brown and drain hamburger."", ""Add the remaining ingredients and simmer for 20 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=273813,Gathered,"[""sugar"", ""mustard"", ""ketchup"", ""hamburger"", ""worcestershire sauce"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
7-Up Cake,"[""3 c. flour"", ""3 c. sugar"", ""5 eggs"", ""3 sticks real butter (preferably Land O Lakes)"", ""3 Tbsp. lemon flavor"", ""3/4 c. 7-Up"", ""yellow food coloring (optional)""]","[""Mix sugar and butter thoroughly, then add egg, flour, egg, flour, etc. until all eggs and flour are mixed thoroughly, either with hand mixer or electric beater/mixer."", ""Then add lemon flavor and your 7-Up (the 7-Up will make the cake rise); add yellow food coloring which is optional."", ""Bake at 325\u00b0 to 350\u00b0 for 45 minutes to 1 hour, depending on oven."", ""Insert toothpick after 45 minutes. Cook in Bundt pan. Let cool 25 minutes."", ""Cake is done.""]",www.cookbooks.com/Recipe-Details.aspx?id=769751,Gathered,"[""sugar"", ""lemon flavor"", ""eggs"", ""yellow food coloring"", ""flour"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
Corned Beef Dip,"[""1 can corned beef"", ""1 (8 oz.) pkg. cream cheese"", ""2/3 c. mayonnaise"", ""1 c. chopped candied dill pickles"", ""2 Tbsp. chopped onion"", ""1/2 tsp. horseradish"", ""1 Tbsp. Worcestershire sauce"", ""2 tsp. Nance mustard"", ""3 Tbsp. pickle juice""]","[""Mix ingredients together until they are completely blended.""]",www.cookbooks.com/Recipe-Details.aspx?id=975679,Gathered,"[""pickles"", ""horseradish"", ""onion"", ""cream cheese"", ""mayonnaise"", ""corned beef"", ""worcestershire sauce"", ""pickle juice""]",www.cookbooks.com,312,10.4,36.7,8.9
Chocolate Pie,"[""2 c. sugar"", ""1/2 c. milk"", ""3 Tbsp. cocoa"", ""3 heaping Tbsp. flour"", ""3 egg yolks"", ""1 clump (2 Tbsp.) butter"", ""1 tsp. vanilla"", ""1 c. boiling water""]","[""Mix dry ingredients; add milk."", ""Beat in egg yolks."", ""Pour on 1 cup boiling water."", ""Mix and cook until thick."", ""Cool."", ""Pour in baked pie shell."", ""Cover with meringue and brown in oven.""]",www.cookbooks.com/Recipe-Details.aspx?id=490390,Gathered,"[""sugar"", ""vanilla"", ""flour"", ""cocoa"", ""clump"", ""milk"", ""boiling water"", ""egg yolks""]",www.cookbooks.com,312,10.4,36.7,8.9
Tater Tot Casserole,"[""1 (32 oz.) bag Tater Tots"", ""2 lb. ground beef"", ""1 chopped onion"", ""1 chopped bell pepper"", ""1 can cream of mushroom soup"", ""1 can cream of celery soup"", ""1 can cream of chicken soup"", ""grated cheese""]","[""Spread Tater Tots in large cake pan, 9 x 13-inch. Brown meat and onions; drain well."", ""Pour meat mixture over Tater Tots. Mix all 3 soups in a bowl."", ""Pour over meat and Tater Tots. Sprinkle grated cheese to cover soup."", ""Bake at 325\u00b0 for 1 hour."", ""As you brown meat and onions, salt and pepper well.""]",www.cookbooks.com/Recipe-Details.aspx?id=598044,Gathered,"[""cream of chicken soup"", ""tater"", ""bell pepper"", ""cream of mushroom soup"", ""onion"", ""cream of celery soup"", ""grated cheese"", ""ground beef""]",www.cookbooks.com,312,10.4,36.7,8.9
Blackberry Pie,"[""3/4 c. sugar"", ""2 1/2 Tbsp. cornstarch"", ""1 c. water"", ""3 1/2 Tbsp. blackberry flavored gelatin"", ""4 c. fresh blackberries"", ""1 baked 9-inch pastry shell""]","[""Combine sugar, cornstarch and water in a heavy saucepan; cook over medium heat, stirring constantly, until thickened."", ""Remove from heat; add gelatin, stirring until dissolved."", ""Gently stir in blackberries."", ""Pour into pastry shell."", ""Chill until firm."", ""Serve with Cool Whip or ice cream."", ""Easy and so tasty.""]",www.cookbooks.com/Recipe-Details.aspx?id=215390,Gathered,"[""sugar"", ""fresh blackberries"", ""flavored gelatin"", ""water"", ""pastry shell"", ""cornstarch""]",www.cookbooks.com,312,10.4,36.7,8.9
Caramel Pie,"[""16 oz. Cool Whip"", ""2 c. coconut"", ""3/4 margarine, melted"", ""1 c. slivered almonds, chopped fine"", ""1 can Eagle Brand milk"", ""3 graham cracker crusts"", ""8 oz. cream cheese"", ""1 jar caramel topping""]","[""Mix Cool Whip, softened cream cheese and Eagle Brand milk. Beat for 1 minute."", ""Pour in pie crusts."", ""Melt margarine and mix with coconut and almonds."", ""Place on cookie sheet and cook for 10 minutes at 350\u00b0."", ""Watch closely and stir often."", ""(I like mine toasty.)"", ""Pour coconut, almond mixture over top of pies."", ""Pour caramel topping over the 3 pies."", ""Freeze.""]",www.cookbooks.com/Recipe-Details.aspx?id=317779,Gathered,"[""caramel topping"", ""slivered almonds"", ""graham cracker crusts"", ""cream cheese"", ""margarine"", ""coconut"", ""milk""]",www.cookbooks.com,312,10.4,36.7,8.9
Dill Dip,"[""3/4 c. Miracle Whip salad dressing"", ""1 c. sour cream"", ""1/2 Tbsp. minced onion"", ""1/2 Tbsp. parsley flakes"", ""1/2 Tbsp. dill weed""]","[""Mix all ingredients together."", ""Let sit in refrigerator several hours before serving."", ""Serve with raw cauliflower, broccoli, carrots, celery, mushrooms and cherry tomatoes.""]",www.cookbooks.com/Recipe-Details.aspx?id=306450,Gathered,"[""sour cream"", ""miracle"", ""onion"", ""parsley flakes"", ""dill weed""]",www.cookbooks.com,312,10.4,36.7,8.9
Broccoli Cornbread,"[""1/2 chopped medium onion"", ""1 Tbsp. oil"", ""5 oz. frozen broccoli"", ""1/2 stick margarine"", ""1 pkg. Jiffy cornbread mix"", ""2 eggs"", ""6 oz. cottage cheese""]","[""Fry onion in oil."", ""Set aside."", ""Cook broccoli as directed. Drain and set aside."", ""Melt oleo."", ""Grease 8 x 8-inch pan."", ""Mix cornbread mix and eggs."", ""Add cottage cheese, broccoli, onions and melted oleo margarine."", ""Stir well."", ""Pour into pan and bake at 450\u00b0 for 20 to 25 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=390825,Gathered,"[""oil"", ""mix"", ""eggs"", ""onion"", ""margarine"", ""cottage cheese"", ""frozen broccoli""]",www.cookbooks.com,312,10.4,36.7,8.9
Vegetable Soup,"[""1 medium onion, diced"", ""1 potato, diced"", ""1 1/2 green sweet peppers, diced"", ""1/2 c. diced celery"", ""1 c. diced carrots"", ""1 c. small macaroni, cooked"", ""1 1/2 lb. ground turkey or beef"", ""14 oz. can French green beans"", ""1 large bay leaf"", ""1 tsp. Italian seasoning"", ""1 c. sweet peas"", ""1 can tomato juice""]","[""Slice the vegetables."", ""Cook in small amount of water until tender."", ""Add the cooked macaroni, green beans and peas."", ""Add bay leaf and Italian seasoning."", ""Cook beef or turkey until it changes color."", ""Add to vegetables."", ""Pour in tomato juice."", ""Bring to boil. Reduce to simmer."", ""If soup is too thick, add more tomato juice.""]",www.cookbooks.com/Recipe-Details.aspx?id=386645,Gathered,"[""potato"", ""macaroni"", ""italian seasoning"", ""onion"", ""green sweet peppers"", ""celery"", ""ground turkey"", ""carrots"", ""beans"", ""tomato juice"", ""sweet peas"", ""bay leaf""]",www.cookbooks.com,312,10.4,36.7,8.9
Chocolate Peanut Butter Cake,"[""1/4 c. cocoa"", ""2 sticks oleo"", ""2 c. flour"", ""2 c. sugar"", ""1 tsp. baking soda"", ""dash of salt"", ""2 eggs"", ""1 tsp. vanilla"", ""1 c. water"", ""1/2 c. buttermilk""]","[""In saucepan, melt oleo; add cocoa."", ""Combine remaining ingredients and add oleo-cocoa mixture."", ""Bake in 9 x 13-inch pan for 30 minutes at 350\u00b0."", ""While still hot, punch holes in cake. Spread on cake, 1/2 cup peanut butter mixed with 1 1/2 tsp. oil.""]",www.cookbooks.com/Recipe-Details.aspx?id=188508,Gathered,"[""buttermilk"", ""oleo"", ""sugar"", ""vanilla"", ""baking soda"", ""eggs"", ""water"", ""flour"", ""cocoa"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Magic Cookie Bars,"[""1/2 c. butter"", ""1 1/2 c. graham cracker crumbs"", ""1 (14 oz.) can Eagle Brand milk"", ""6 oz. semi-sweet chocolate chips"", ""1 (3 1/2 oz.) can flaked coconut (1 1/2 c.)"", ""1 c. chopped nuts""]","[""Preheat oven to 350\u00b0 (325\u00b0 for glass dish)."", ""In 13 x 9-inch pan, melt butter in oven."", ""Sprinkle with crumbs."", ""Top with Eagle Brand milk evenly."", ""Top with remaining ingredients."", ""Press down. Bake 25 to 30 minutes until lightly brown."", ""Cool or chill."", ""Cut into bars; store, loosely covered, at room temperature.""]",www.cookbooks.com/Recipe-Details.aspx?id=343171,Gathered,"[""graham cracker crumbs"", ""nuts"", ""milk"", ""semi-sweet chocolate chips"", ""butter"", ""flaked coconut""]",www.cookbooks.com,312,10.4,36.7,8.9
Pecan Pralines,"[""1 c. sugar"", ""1 c. packed brown sugar"", ""1/3 c. evaporated milk"", ""1/2 stick butter or margarine, softened"", ""1 1/2 c. pecans"", ""1 1/2 c. coconut""]","[""Combine sugars and evaporated milk in heavy saucepan. Cook over medium heat. Stir in butter, pecans and coconut. Cook until candy reaches soft ball stage. (Mixture will form a soft ball when dropped in a cup of cold water.)"", ""Cool 2 minutes. Beat until thick, but glossy."", ""Drop by tablespoon onto wax paper. Cool thoroughly.""]",www.cookbooks.com/Recipe-Details.aspx?id=871990,Gathered,"[""sugar"", ""brown sugar"", ""pecans"", ""coconut"", ""milk"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
"Chocolate ""Stuff""","[""1 large box instant chocolate pudding mix"", ""1 small bag vanilla wafers"", ""1 small tub Cool Whip"", ""1 small pkg. chopped pecans (about 1/2 c.)""]","[""Make pudding as directed on package, then add vanilla wafers. Smooth on Cool Whip and sprinkle with pecans.""]",www.cookbooks.com/Recipe-Details.aspx?id=200217,Gathered,"[""vanilla wafers"", ""pecans"", ""chocolate pudding""]",www.cookbooks.com,312,10.4,36.7,8.9
Easy Chocolate Frosting,"[""1 1/3 c. white sugar"", ""6 Tbsp. butter"", ""6 Tbsp. milk"", ""1/2 c. chocolate chips"", ""1/2 tsp. vanilla""]","[""Bring sugar, butter and milk to a boil and boil 1 minute. Remove from stove and add chocolate chips and vanilla and beat. (Might need about 1/2 cup powdered sugar.)""]",www.cookbooks.com/Recipe-Details.aspx?id=853369,Gathered,"[""white sugar"", ""vanilla"", ""milk"", ""chocolate chips"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
No Bake Pumpkin Pie,"[""1 envelope Knox unflavored gelatine"", ""1 (14 oz.) Eagle Brand milk"", ""2 eggs, beaten"", ""1 (16 oz.) can pumpkin (not pumpkin mix)"", ""1 tsp. cinnamon"", ""1/2 tsp. ginger"", ""1/2 tsp. salt"", ""2 pie shells, baked""]","[""Combine gelatine, spices, condensed milk and eggs on low heat until gelatine dissolves (10 minutes). Remove from heat. Stir in pumpkin."", ""Pour in baked pie shells, then chill 3 hours. Garnish with Cool Whip and chopped pecans.""]",www.cookbooks.com/Recipe-Details.aspx?id=987410,Gathered,"[""pie shells"", ""ginger"", ""eggs"", ""cinnamon"", ""unflavored gelatine"", ""pumpkin"", ""milk"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Baked French Toast,"[""5 large eggs, slightly beaten"", ""1/4 c. sugar"", ""1/4 tsp. ground nutmeg"", ""2/3 c. orange juice"", ""1/3 c. half and half cream"", ""1/2 tsp. vanilla""]","[""Mix all well in medium bowl and cut one 16 ounce loaf of Italian bread into 1-inch slices. Dip bread into mixture and put into large glass baking dish. Pour any remaining mixture over bread. Refrigerate overnight.""]",www.cookbooks.com/Recipe-Details.aspx?id=93889,Gathered,"[""sugar"", ""vanilla"", ""eggs"", ""ground nutmeg"", ""orange juice"", ""cream""]",www.cookbooks.com,312,10.4,36.7,8.9
Puppy Chow,"[""9 c. Chex cereal"", ""1 c. chocolate chips"", ""1 1/2 c. powdered sugar"", ""1/2 c. peanut butter"", ""1/4 c. margarine"", ""1 tsp. vanilla""]","[""Pour cereal into a very large bowl."", ""In a 1-quart bowl, combine chips, peanut butter and margarine; microwave on High for 1 to 1 1/2 minutes until smooth."", ""(Stir after 1 minute.)"", ""Pour chocolate mixture over cereal, stirring all pieces until all are coated."", ""Then little by little, add the powdered sugar."", ""Stir well each time the powdered sugar is added."", ""May not need entire box of powdered sugar.""]",www.cookbooks.com/Recipe-Details.aspx?id=1061287,Gathered,"[""vanilla"", ""powdered sugar"", ""peanut butter"", ""margarine"", ""cereal"", ""chocolate chips""]",www.cookbooks.com,312,10.4,36.7,8.9
Tamale Casserole,"[""1 (16 oz.) can yellow hominy"", ""1 (4 oz.) can chopped olives"", ""1 (4 oz.) can mild green chilies"", ""2 (16 oz.) cans tamales"", ""2 c. shredded mild Cheddar cheese"", ""1/4 c. dried chopped onions""]","[""Preheat oven to 350\u00b0."", ""Peel wrappers off tamales and chop in large bowl."", ""Drain hominy, olives and peppers."", ""Add them to tamales."", ""Mix well."", ""Place in 9 x 13 x 3-inch baking dish."", ""Spread out evenly."", ""Sprinkle cheese over top and olives if desired."", ""Bake 20 to 30 minutes."", ""Serves 8."", ""Serve with Spanish rice and corn chips.""]",www.cookbooks.com/Recipe-Details.aspx?id=448989,Gathered,"[""green chilies"", ""yellow hominy"", ""cheddar cheese"", ""onions"", ""tamales"", ""olives""]",www.cookbooks.com,312,10.4,36.7,8.9
Taco Dip,"[""1 small can refried beans"", ""1 small carton guacamole dip"", ""1 c. sour cream"", ""3 Tbsp. mayonnaise"", ""1 pkg. taco seasoning"", ""1 c. Mozzarella cheese"", ""1 c. cheddar cheese"", ""Chopped green onions, tomato and black olives (optional)""]","[""Layer the above ingredients in a 9 x 13 inch dish."", ""Press down with spatula."", ""Serve with Doritos.""]",www.cookbooks.com/Recipe-Details.aspx?id=65338,Gathered,"[""sour cream"", ""green onions"", ""mozzarella cheese"", ""cheddar cheese"", ""guacamole dip"", ""taco seasoning"", ""mayonnaise"", ""beans""]",www.cookbooks.com,312,10.4,36.7,8.9
Bonnie'S Bread,"[""4 c. water or potato water"", ""1 cake yeast or 3 pkg. dry yeast"", ""2 Tbsp. salt"", ""2 eggs, well beaten"", ""1 c. sugar or more""]","[""Can use dehydrated potato flakes."", ""Add flour as desired. Dough should be soft and elastic."", ""Bake as rolls or bread at 350\u00b0. Bread is done when it sounds hollow when tapped.""]",www.cookbooks.com/Recipe-Details.aspx?id=501171,Gathered,"[""sugar"", ""cake yeast"", ""eggs"", ""water"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Chicken Pot Pie,"[""2 c. chicken, cooked and cubed"", ""1 can cream of mushroom soup"", ""3 c. chicken broth"", ""1 can peas and carrots, drained"", ""1 chopped onion"", ""3/4 c. oleo, melted"", ""1 1/2 c. milk"", ""1 1/2 tsp. baking powder"", ""1 1/2 c. self-rising flour""]","[""Combine the first five ingredients and place in a 9 x 12-inch casserole dish."", ""Mix next four ingredients and pour over top of chicken mixture."", ""Do not stir."", ""Bake at 425\u00b0 for 45 minutes to one hour until crust rises and browns.""]",www.cookbooks.com/Recipe-Details.aspx?id=682160,Gathered,"[""peas"", ""oleo"", ""baking powder"", ""cream of mushroom soup"", ""onion"", ""flour"", ""chicken broth"", ""milk"", ""chicken""]",www.cookbooks.com,312,10.4,36.7,8.9
Smoked Turkey Risotto,"[""3 c. chicken stock or vegetable stock"", ""1 pkg. (10 oz.) frozen artichoke hearts"", ""2 t. olive or canola oil"", ""3 green onions, including tops, sliced (1/3 c.)"", ""1 clove garlic, minced"", ""1 c. arborio, basmati, or long-grain, white rice"", ""1/2 t. dried oregano, crumbled"", ""1/2 t. salt"", ""1/4 t. black pepper"", ""4 oz. spinach, rinsed, trimmed and thinly sliced (2 c.)"", ""3 T. grated parmesan cheese""]","[""In medium-size saucepan, bring the stock to a boil over medium heat."", ""Lower the heat, add the artichoke hearts, cover and simmer for about 10 minutes or until tender."", ""With a slotted spoon, transfer the artichoke hearts to a bowl and cover to keep warm.""]",www.cookbooks.com/Recipe-Details.aspx?id=36954,Gathered,"[""olive"", ""spinach"", ""oregano"", ""black pepper"", ""green onions"", ""arborio"", ""parmesan cheese"", ""clove garlic"", ""chicken"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
